SR,Township,Town,Ward,Ward_MMR,,,
Yangon,Dagon Myothit (East),Dagon Myothit (East),No (3) Ward,အမှတ် (၃) ရပ်ကွက်,,,
Yangon,Dagon Myothit (East),Dagon Myothit (East),No (4) Ward,အမှတ် (၄) ရပ်ကွက်,,,
Yangon,Dagon Myothit (East),Dagon Myothit (East),No (5) Ward,အမှတ် (၅) ရပ်ကွက်,,,
Yangon,Dagon Myothit (East),Dagon Myothit (East),No (52) Ward,အမှတ် (၅၂) ရပ်ကွက်,,,
Yangon,Dagon Myothit (East),Dagon Myothit (East),No (6) Ward,အမှတ် (၆) ရပ်ကွက်,,,
Yangon,Dagon Myothit (East),Dagon Myothit (East),No (7) Ward,အမှတ် (၇) ရပ်ကွက်,,,
Yangon,Dagon Myothit (East),Dagon Myothit (East),No (8) Ward,အမှတ် (၈) ရပ်ကွက်,,,
Yangon,Dagon Myothit (East),Dagon Myothit (East),No (9) Ward,အမှတ် (၉) ရပ်ကွက်,,,
Yangon,Dagon Myothit (East),Dagon Myothit (East),Sit Pin (South) Ward,စစ်ပင်တောင်ရပ်ကွက်,,,
Yangon,Dagon Myothit (East),Dagon Myothit (East),Taung Ta Loke Ward,တောင်တလုပ်ရပ်ကွက်,,,
Yangon,Dagon Myothit (East),Dagon Myothit (East),Thone Khwa (Ah Shey Paing) Ward,သုံးခွ (အရှေ့ပိုင်း) ရပ်ကွက်,,,
Yangon,Dagon Myothit (East),Dagon Myothit (East),Ywar Thar Gyi (Ah Shey Paing) Ward,ရွာသာကြီး (အရှေ့ပိုင်း) ရပ်ကွက်,,,
Yangon,Dagon Myothit (North),Dagon Myothit (North) Town,No (16) Ward,အမှတ် (၁၆) ရပ်ကွက်,,,
Yangon,Dagon Myothit (North),Dagon Myothit (North) Town,No (27) Ward,အမှတ် (၂၇) ရပ်ကွက်,,,
Yangon,Dagon Myothit (North),Dagon Myothit (North) Town,No (28) Ward,အမှတ် (၂၈) ရပ်ကွက်,,,
Yangon,Dagon Myothit (North),Dagon Myothit (North) Town,No (29) Ward,အမှတ် (၂၉) ရပ်ကွက်,,,
Yangon,Dagon Myothit (North),Dagon Myothit (North) Town,No (30) Ward,အမှတ် (၃၀) ရပ်ကွက်,,,
Yangon,Dagon Myothit (North),Dagon Myothit (North) Town,No (31) Ward,အမှတ် (၃၁) ရပ်ကွက်,,,
Yangon,Dagon Myothit (North),Dagon Myothit (North) Town,No (32) Ward,အမှတ် (၃၂) ရပ်ကွက်,,,
Yangon,Dagon Myothit (North),Dagon Myothit (North) Town,No (33) Ward,အမှတ် (၃၃) ရပ်ကွက်,,,
Yangon,Dagon Myothit (North),Dagon Myothit (North) Town,No (34) Ward,အမှတ် (၃၄) ရပ်ကွက်,,,
Yangon,Dagon Myothit (North),Dagon Myothit (North) Town,No (35) Ward,အမှတ် (၃၅) ရပ်ကွက်,,,
Yangon,Dagon Myothit (North),Dagon Myothit (North) Town,No (36) Ward,အမှတ် (၃၆) ရပ်ကွက်,,,
Yangon,Dagon Myothit (North),Dagon Myothit (North) Town,No (37) Ward,အမှတ် (၃၇) ရပ်ကွက်,,,
Yangon,Dagon Myothit (North),Dagon Myothit (North) Town,No (38) Ward,အမှတ် (၃၈) ရပ်ကွက်,,,
Yangon,Dagon Myothit (North),Dagon Myothit (North) Town,No (39) Ward,အမှတ် (၃၉) ရပ်ကွက်,,,
Yangon,Dagon Myothit (North),Dagon Myothit (North) Town,No (40) Ward,အမှတ် (၄၀) ရပ်ကွက်,,,
Yangon,Dagon Myothit (North),Dagon Myothit (North) Town,No (41) Toe Cheit Ward,အမှတ် (၄၁) တိုးချဲ့ရပ်ကွက်,,,
Yangon,Dagon Myothit (North),Dagon Myothit (North) Town,No (41) Ward,အမှတ် (၄၁) ရပ်ကွက်,,,
Yangon,Dagon Myothit (North),Dagon Myothit (North) Town,No (42) Ward,အမှတ် (၄၂) ရပ်ကွက်,,,
Yangon,Dagon Myothit (North),Dagon Myothit (North) Town,No (43) Ward,အမှတ် (၄၃) ရပ်ကွက်,,,
Yangon,Dagon Myothit (North),Dagon Myothit (North) Town,No (44) Ward,အမှတ် (၄၄) ရပ်ကွက်,,,
Yangon,Dagon Myothit (North),Dagon Myothit (North) Town,No (45) Ward,အမှတ် (၄၅) ရပ်ကွက်,,,
Yangon,Dagon Myothit (North),Dagon Myothit (North) Town,No (46) Ward,အမှတ် (၄၆) ရပ်ကွက်,,,
Yangon,Dagon Myothit (North),Dagon Myothit (North) Town,No (47) Ward,အမှတ် (၄၇) ရပ်ကွက်,,,
Yangon,Dagon Myothit (North),Dagon Myothit (North) Town,No (48) Ward,အမှတ် (၄၈) ရပ်ကွက်,,,
Yangon,Dagon Myothit (North),Dagon Myothit (North) Town,No (49) Ward,အမှတ် (၄၉) ရပ်ကွက်,,,
Yangon,Dagon Myothit (North),Dagon Myothit (North) Town,No (50) Ward,အမှတ် (၅၀) ရပ်ကွက်,,,
Yangon,Dagon Myothit (North),Dagon Myothit (North) Town,No (51) Ward,အမှတ် (၅၁) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (148) Ward,အမှတ် (၁၄၈) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (149) Ward,အမှတ် (၁၄၉) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (150) Ward,အမှတ် (၁၅၀) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (151) Ward,အမှတ် (၁၅၁) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (168) Ward,အမှတ် (၁၆၈) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (58) Ward,အမှတ် (၅၈) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (59) Ward,အမှတ် (၅၉) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (60) Ward,အမှတ် (၆၀) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (61) Ward,အမှတ် (၆၁) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (67) Ward,အမှတ် (၆၇) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (68) Ward,အမှတ် (၆၈) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (69) Ward,အမှတ် (၆၉) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (73) Ward,အမှတ် (၇၃) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (74) Ward,အမှတ် (၇၄) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (75) Ward,အမှတ် (၇၅) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (76) Ward,အမှတ် (၇၆) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (77) Ward,အမှတ် (၇၇) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (78) Ward,အမှတ် (၇၈) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (79) Ward,အမှတ် (၇၉) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (80) Ward,အမှတ် (၈၀) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (81) Ward,အမှတ် (၈၁) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (82) Ward,အမှတ် (၈၂) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (83) Ward,အမှတ် (၈၃) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (84) Ward,အမှတ် (၈၄) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (85) Ward,အမှတ် (၈၅) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (86) Ward,အမှတ် (၈၆) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (87) Ward,အမှတ် (၈၇) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (88) Ward,အမှတ် (၈၈) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (89) Ward,အမှတ် (၈၉) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (90) Ward,အမှတ် (၉၀) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (91) Ward,အမှတ် (၉၁) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (92) Ward,အမှတ် (၉၂) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (93) Ward,အမှတ် (၉၃) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (94) Ward,အမှတ် (၉၄) ရပ်ကွက်,,,
Yangon,Dagon Myothit (Seikkan),Dagon Myothit (Seikkan),No (98) Ward,အမှတ် (၉၈) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,Kyi Su (West) Ward,ကျီစုအနောက်ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,Lay Daunt Kan (South) Ward,လေးဒေါင့်ကန် (တောင်ပိုင်း) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (104) Ward,အမှတ် (၁၀၄) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (105) Ward,အမှတ် (၁၀၅) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (106) Ward,အမှတ် (၁၀၆) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (107) Ward,အမှတ် (၁၀၇) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (140) Ward,အမှတ် (၁၄၀) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (141) Ward,အမှတ် (၁၄၁) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (142) Ward,အမှတ် (၁၄၂) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (143) Ward,အမှတ် (၁၄၃) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (144) Ward,အမှတ် (၁၄၄) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (145) Ward,အမှတ် (၁၄၅) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (146) Ward,အမှတ် (၁၄၆) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (147) Ward,အမှတ် (၁၄၇) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (152) Ward,အမှတ် (၁၅၂) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (153) Ward,အမှတ် (၁၅၃) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (154) Ward,အမှတ် (၁၅၄) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (17) (South) Ward,အမှတ် (၁၇) (တောင်ပိုင်း) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (18) Ward,အမှတ် (၁၈) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (19) Ward,အမှတ် (၁၉) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (20) Ward,အမှတ် (၂၀) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (21) Ward,အမှတ် (၂၁) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (22) Ward,အမှတ် (၂၂) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (23) Ward,အမှတ် (၂၃) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (24) Ward,အမှတ် (၂၄) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (25) Ward,အမှတ် (၂၅) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (26) Ward,အမှတ် (၂၆) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (53) Ward,အမှတ် (၅၃) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (54) Ward,အမှတ် (၅၄) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (55) Ward,အမှတ် (၅၅) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (56) Ward,အမှတ် (၅၆) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (57) Ward,အမှတ် (၅၇) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (62) Ward,အမှတ် (၆၂) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (63) Ward,အမှတ် (၆၃) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (64) Ward,အမှတ် (၆၄) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (65) Ward,အမှတ် (၆၅) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (66) Ward,အမှတ် (၆၆) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (70) Ward,အမှတ် (၇၀) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (71) Ward,အမှတ် (၇၁) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,No (72) Ward,အမှတ် (၇၂) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,Saik Pyo Mway Myu Yay No.(1) Ward,စိုက်ပျိုးမွေးမြူရေး အမှတ် (၁)  ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,Shan Te Gyi (South) Ward,ရှမ်းတဲကြီး (တောင်ပိုင်း) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,Thone Gwa (South) Ward,သုံးခွ (တောင်ပိုင်း) ရပ်ကွက်,,,
Yangon,Dagon Myothit (South),Dagon Myothit (South) Town,Ywar Thar Gyi (South) Ward,ရွာသာကြီး (တောင်ပိုင်း) ရပ်ကွက်,,,
Yangon,Dala,Dala,Ant Gyi Ah Nauk (Pyin Ma Kone) Ward,အံ့ကြီးအနောက် (ပျဉ်းမကုန်း) ရပ်ကွက်,,,
Yangon,Dala,Dala,Ant Gyi Ah Shey (Ant Gyi) Ward,အံ့ကြီးအရှေ့ (အံ့ကြီး) ရပ်ကွက်,,,
Yangon,Dala,Dala,Aung Min Ga Lar Ward,အောင်မင်္ဂလာရပ်ကွက်,,,
Yangon,Dala,Dala,Ba Nyar Da La Ward,ဗညားဒလရပ်ကွက်,,,
Yangon,Dala,Dala,Ba Yint Naung Ward,ဘုရင့်နောင်ရပ်ကွက်,,,
Yangon,Dala,Dala,BI / IF Ward,ဘီအိုင်/အိုင်အက်ဖ်ရပ်ကွက်,,,
Yangon,Dala,Dala,Hmaw Set Ward,မှော်စက်ရပ်ကွက်,,,
Yangon,Dala,Dala,Ka Mar Ka Sit Ward,ကမာကဆစ်ရပ်ကွက်,,,
Yangon,Dala,Dala,Ka Mar Ka Thwei Ward,ကမာကသွယ်ရပ်ကွက်,,,
Yangon,Dala,Dala,Kyan Mar Yay Wun Htan Ein Yar Ward,ကျန်းမာရေးဝန်ထမ်းအိမ်ရာရပ်ကွက်,,,
Yangon,Dala,Dala,Kyan Sit Thar Ward,ကျန်စစ်သားရပ်ကွက်,,,
Yangon,Dala,Dala,Myo Ma Ah Paing (1) Ward,မြို့မအပိုင်း (၁) ရပ်ကွက်,,,
Yangon,Dala,Dala,Myo Ma Ah Paing (2) Ward,မြို့မအပိုင်း (၂) ရပ်ကွက်,,,
Yangon,Dala,Dala,Myo Ma Ah Paing (3) Ward,မြို့မအပိုင်း (၃) ရပ်ကွက်,,,
Yangon,Dala,Dala,Myo Ma Ah Paing (4) Ward,မြို့မအပိုင်း (၄) ရပ်ကွက်,,,
Yangon,Dala,Dala,No (11/14) Ward,အမှတ် (၁၁/၁၄) ရပ်ကွက်,,,
Yangon,Dala,Dala,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,,,
Yangon,Dala,Dala,Nyaung Kone Ward,ညောင်ကုန်းရပ်ကွက်,,,
Yangon,Dala,Dala,Sar Par Chaung /Kyaung Su Ward,ဆာပါချောင်/ကျောင်းစုရပ်ကွက်,,,
Yangon,Dala,Dala,Set Myay Ward,စက်မြေရပ်ကွက်,,,
Yangon,Dala,Dala,Ta Pin Shwe Htee Ward,တပင်ရွှေထီးရပ်ကွက်,,,
Yangon,Dala,Dala,Tar Gyi Ward,တာကြီးရပ်ကွက်,,,
Yangon,Dala,Dala,Tha Ma Ta Kan Chay Ward,သမတကမ်းခြေရပ်ကွက်,,,
Yangon,Dala,Dala,Yar Za Thin Gyan Ward,ရာဇသင်္ကြင်္န်ရပ်ကွက်,,,
Yangon,Dawbon,Dawbon,Aung Chan Thar Ward,အောင်ချမ်းသာရပ်ကွက်,,,
Yangon,Dawbon,Dawbon,Bamar Aye Ward,ဗမာအေးရပ်ကွက်,,,
Yangon,Dawbon,Dawbon,Bo Htun Zan Ward,ဗိုလ်ထွန်းဇံရပ်ကွက်,,,
Yangon,Dawbon,Dawbon,Kyi Su Ward,ကြည်စုရပ်ကွက်,,,
Yangon,Dawbon,Dawbon,La Mu Tan Ward,လမုတန်းရပ်ကွက်,,,
Yangon,Dawbon,Dawbon,Myo Thit Ward,မြို့သစ်ရပ်ကွက်,,,
Yangon,Dawbon,Dawbon,Nwe Aye Ward,နွယ်အေးရပ်ကွက်,,,
Yangon,Dawbon,Dawbon,Pa Thein Myay Ward,ပုသိမ်မြေရပ်ကွက်,,,
Yangon,Dawbon,Dawbon,Say Sat Ward,ဆေးစက်ရပ်ကွက်,,,
Yangon,Dawbon,Dawbon,Thin Baw Kyin Ward,သင်္ဘောကျင်းရပ်ကွက်,,,
Yangon,Dawbon,Dawbon,War So Ward,ဝါဆိုရပ်ကွက်,,,
Yangon,Dawbon,Dawbon,Ya Mon Nar (1) Ward,ယမုံနာ (၁) ရပ်ကွက်,,,
Yangon,Dawbon,Dawbon,Ya Mon Nar (2) Ward,ယမုံနာ (၂) ရပ်ကွက်,,,
Yangon,Dawbon,Dawbon,Zay Yar Thi Ri Ward,ဇေယျာသီရိရပ်ကွက်,,,
Yangon,Hlaing,Hlaing,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,,,
Yangon,Hlaing,Hlaing,No (10) Ward,အမှတ် (၁၀) ရပ်ကွက်,,,
Yangon,Hlaing,Hlaing,No (11) Ward,အမှတ် (၁၁) ရပ်ကွက်,,,
Yangon,Hlaing,Hlaing,No (12) Ward,အမှတ် (၁၂) ရပ်ကွက်,,,
Yangon,Hlaing,Hlaing,No (13) Ward,အမှတ် (၁၃) ရပ်ကွက်,,,
Yangon,Hlaing,Hlaing,No (14) Ward,အမှတ် (၁၄) ရပ်ကွက်,,,
Yangon,Hlaing,Hlaing,No (15) Ward,အမှတ် (၁၅) ရပ်ကွက်,,,
Yangon,Hlaing,Hlaing,No (16) Ward,အမှတ် (၁၆) ရပ်ကွက်,,,
Yangon,Hlaing,Hlaing,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,,,
Yangon,Hlaing,Hlaing,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,,,
Yangon,Hlaing,Hlaing,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,,,
Yangon,Hlaing,Hlaing,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,,,
Yangon,Hlaing,Hlaing,No (6) Ward,အမှတ် (၆) ရပ်ကွက်,,,
Yangon,Hlaing,Hlaing,No (7) Ward,အမှတ် (၇) ရပ်ကွက်,,,
Yangon,Hlaing,Hlaing,No (8) Ward,အမှတ် (၈) ရပ်ကွက်,,,
Yangon,Hlaing,Hlaing,No (9) Ward,အမှတ် (၉) ရပ်ကွက်,,,
Yangon,Hlaingtharya,Hlaingtharya Town,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,,,
Yangon,Hlaingtharya,Hlaingtharya Town,No (10) Ward,အမှတ် (၁၀) ရပ်ကွက်,,,
Yangon,Hlaingtharya,Hlaingtharya Town,No (11) Ward,အမှတ် (၁၁) ရပ်ကွက်,,,
Yangon,Hlaingtharya,Hlaingtharya Town,No (12) Ward,အမှတ် (၁၂) ရပ်ကွက်,,,
Yangon,Hlaingtharya,Hlaingtharya Town,No (13) Ward,အမှတ် (၁၃) ရပ်ကွက်,,,
Yangon,Hlaingtharya,Hlaingtharya Town,No (14) Ward,အမှတ် (၁၄) ရပ်ကွက်,,,
Yangon,Hlaingtharya,Hlaingtharya Town,No (15) Ward,အမှတ် (၁၅) ရပ်ကွက်,,,
